보증_고유키,금융회사코드,금융회사명,상품종류,상품유형,금융상품코드,금융상품명,가입방법,이자지급방법,예금자보호,세제혜택,만기후이자율,우대조건,가입제한,가입대상,기타 유의사항,최고한도,저축기간,저축금리,최고금리,최고 우대금리,가입금액,기준일자,심의필일자,적재일자,상품설명,중도해지금리,상품판매기간
보증_176,007,수협,예금,입출금이자유로운예금,D00050,사랑해기업통장,관심상품등록,"이자계산기준일(3월,6월,9월,12월의제3토요일)의다음날에이자를지급","이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축가입가능(전금융기관통합한도범위내)※법인의경우비과세종합저축가입불가능관련세법이개정될경우세율이변경되거나세금이부과될수있습니다.계약기간만료일이후의이자는과세됩니다.비과세종합저축가입요건및한도:비과세종합저축보기,,,,법인및개인사업자,"예금의지급은입금순서가빠른것부터먼저지급되는(선입선출)방식입니다.예금잔액증명서발급당일은입금·출금·이체등잔액변동및해지를할수없습니다.계좌에압류,가압류등법적지급제한조치및질권설정등이등록될경우원금및이자지급이제한됩니다.계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시기바랍니다.금융소비자는금융소비자보호법제19조제1항에따라해당상품또는서비스에대하여설명을받을권리가있으며,그설명을듣고충분한이해한후거래하시기바랍니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이안내장내용은작성시점기준이며,향후금융시장등변동에따라달라질수있습니다.이안내장은관계법령및내부통제기준에따른절차를준수하였습니다.",,제한없음,1천만원미만-1천만원이상-5천만원미만0.105천만원이상-1억원미만0.201억원이상-5억원미만0.305억원이상-10억원미만0.4010억원이상0.50,,,입출금이자유로운예금,20240104,"준법감시인심의필상제2023-0854호(2023.03.15.기준)유효기간:2023.03.15.~2025.02.28(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,매일의최종잔액에대하여시장금리를반영한높은이자를드리고입출금이자유로운중소기업및자영업고객우대상품,,
보증_177,007,수협,예금,입출금이자유로운예금,D00158,가계당좌예금,관심상품등록,최초예금일또는원가일부터원가일또는지급일전날까지의기간을이자계산기간으로하고매일최종잔액에대하여매영업일에영업점에게시한금리로계산합니다.,"이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축가입불가능,,,,수협은행이정하는요건을충족하는개인및개인사업자※전금융기관을통하여1인1계좌,"전금융기관을통하여1인1계좌에한합니다.장당수표발행한도:100만원이하,300만원이하,500만원이하수표책대금1권(20장)당12,000원계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시기바랍니다.금융소비자는금융소비자보호법제19조1항에따라해당상품또는서비스에대하여설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.",,,,,,입출금이자유로운예금,,"준법감시인심의필상제2023-0762호(2023.03.08기준)유효기간:2023.03.08.~2025.02.28(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,수협은행과가계당좌거래계약을체결한거래처가상거래에서발생하는대금결제를위해발행한가계수표의지급자금출납사무를은행이대행하는수시입출식예금,,
보증_178,007,수협,예금,입출금이자유로운예금,D00157,당좌예금,관심상품등록,,"이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축가입불가능,,,,수협은행이정하는요건을충족하는법인및개인사업자,"약속어음및당좌수표책대금:1권(약속어음10매,당좌수표20매)당12,000원계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시기바랍니다.금융소비자는금융소비자보호법제19조1항에따라해당상품또는서비스에대하여설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.",,제한없음,,,무이자,입출금이자유로운예금,,"준법감시인심의필상제2023-0766호(2023.03.08기준)유효기간:2023.03.08.~2025.02.28(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,수협은행과당좌거래계약을체결한거래처가상거래에서발생하는대금결제를위해발행한어음수표의지급자금출납사무를은행이대행하는수시입출식예금,,
보증_179,007,수협,예금,거치식예금,D00156,노후보장정기예금,신규:비대면(자금운용지시전문)해지:비대면(자금운용지시전문),"이자계산은일단위로이자를계산하여원금에연이자율과예치일수를곱하고평년,윤년을불구하고365일로나누어계산한다.","확정기여형,개인형퇴직연금:이퇴직연금은예금보호대상금융상품으로운용되는적립금에한하여예금자보호법에따라예금보험공사가보호하되,보호한도는귀하의다른예금보호대상금융융상품과는별도로1인당""최고5천만원""이며,5천만원을초과하는나머지금액은보호하지않습니다.단,2개이상퇴직연금에가입한경우합하여5천만원까지보호합니다.확정급여형퇴직연금:이퇴직연금은예금자보호법에따라예금보험공사가보호하지않습니다.",이예금은세제혜택상품으로가입이불가합니다.,,,,퇴직연금제도와관련한특정금전신탁의수탁자,"퇴직연금신탁계약에따른수수료를징구합니다.거래처가요청하는경우,재예치가가능합니다.이예금은담보제공,질권설정및예금양수도가불가합니다.만기전해지할경우이율보다낮은중도해지이율이적용되며,특별중도해지의경우에는만기이율이적용됩니다.*아래와같은이유로중도해지시만기이율을적용합니다.①퇴직급여지급사유가발생하여일부해지하고자하는경우②퇴직연금의중도인출사유가.무주택자인가입자가본인명의로주택을구입하는경우나.가입자,가입자의배우자또는「소득세법제50조1항」에따른가입자또는가입자의배우자와생계를같이하는부양가족이질병또는부상으로6개월이상요양을하는경우다.담보를제공하는날부터역산하여5년이내에가입자가「채무자회생및파산에관한법률」에따라파산선고를받은경우라.담보를제공하는날부터역산하여5년이내에가입자가「채무자회생및파산에관한법률」에따라개인회생절차개시결정을받은경우마.그밖에천재지변등으로피해를입는등고용노동부장관이정하여고시하는사유와요건이해당하는경우③퇴직연금의특별중도해지사유가.사용자가영위하는사업장의합병또는영업양도로인하여사용자가근로자대표의동의를얻어해지요청하는경우나.관련법령의변경으로해지가불가피한경우다.수탁자의사임라.위탁자가영위하는사업자의파산또는폐업④퇴직연금제도의동일사업자내의제도전환및급여이전⑤수수료의징수계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시길바랍니다.금융소비자는금융소비자보호법제19조1항에따라해당상품또는서비스에대하여설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면내용은작성시점기준이며,향후금융시장등변동에따라달라질수있습니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.",,"6개월,1년,2년,3년,5년",,,,거치식예금,,"준법감시인심의필상제2023-1100호(2023.03.27기준)유효기간:2023.03.27~2025.02.28(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,퇴직연금가입기업및근로자를대상으로확정금리를제공하는원금과이자보장상품,,
보증_180,007,수협,예금,거치식예금,D00155,표지어음,관심상품등록,계약금액에서이자를먼저빼는방식으로발행하여만기에액면금액지급,"이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축가입불가,,,수협은행이보유한상업어음또는무역어음한도가부족한경우가입제한될수있슴,제한없음,"계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시기바랍니다.금융소비자는금융소비자보호법제19조제1항에따라해당상품또는서비스에대하여설명을받을권리가있으며,그설명을듣고내용을충분히이해한후거래하시기바랍니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.",,,30일이상-60일미만0.2560일이상-90일미만0.3590일이상-180일미만0.45180일이상-999일이하0.54,,공시(기본)금리(※‘오늘의금리보기’에서확인가능),거치식예금,20240104,"준법감시인심의필상제2023-0821호(2023.04.10.기준)유효기간:2023.03.13.~2025.02.28.(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,수협은행이할인하여보유중인상업어음또는무역어음을분할하거나통합하여수협은행을지급인으로하여새로발행하는약속어음으로중도해지는불가하지만배서에의해자유로이양도가능한예금,,
보증_181,007,수협,예금,,D00120,비과세종합저축,관심상품등록,,"이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",,,,,가입당시자격조건:아래각호의어느하나에해당하는개인(개인사업자)1.가입연도별가입연령가.2015년1월1일부터2015년12월31일까지가입하는경우:만61세이상인거주자나.2016년1월1일부터2016년12월31일까지가입하는경우:만62세이상인거주자다.2017년1월1일부터2017년12월31일까지가입하는경우:만63세이상인거주자라.2018년1월1일부터2018년12월31일까지가입하는경우:만64세이상인거주자마.2019년1월1일부터가입하는경우:만65세이상인거주자2.장애인복지법에의한장애인3.국가유공자등예우및지원에관한법률에의한상이자4.국민기초생활보장법에의한수급자5.독립유공자와그유족또는가족6.고엽제후유의증환자7.5·18민주화운동부상자※계좌의가입일또는연장일이속한과세기간의직전3개과세기간중1회이상이자소득등의종합과세기준금액을초과한자는제외합니다.,계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시기바랍니다.금융소비자는금융소비자보호법제19조1항에따라해당상품또는서비스에대하여설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.,,,,,가입가능저축상품개별금리를적용합니다.,,,"준법감시인심의필상제2023-0767호(2023.03.08기준)유효기간:2023.03.08.~2025.02.28(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,다양한저축상품을1인당5천만원한도내에서완전비과세로거래하실수있고금융소득종합과세대상에서도제외되는절세형저축,,
보증_182,007,수협,예금,적립식예금,D00096,정기적금,관심상품등록,만기일시지급식:만기(후)또는중도해지요청시이자를지급,"이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축가입가능(전금융기관통합한도범위내)관련세법이개정될경우세율이변경되거나세금이부과될수있습니다.계약기간만료일이후의이자는과세됩니다.비과세종합저축가입요건및한도:비과세종합저축보기,만기후1년이내:만기당시계약기간에해당하는약정금리의1/2만기후1년초과:만기후해당구간시작일보통예금금리,,,제한없음,"매월정해진월저축금납입일에납입하여야만기에계약금액을수령하실수있습니다.월저축금납입지연하신경우에는계약금액에서지연이자를차감하여이자를계산하거나,만기일을연장하여계약금액을수령하실수있습니다.납입지연이율:만기이율+연2.0%(2017.01.03현재)월저축금을전회납입하시고만기일1개월이내에서지급을요청하시면만기앞당김이자를공제한계약금을지급할수있습니다.계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시길바랍니다.금융소비자는금융소비자보호법제19조1항에따라해당상품또는서비스에대하여설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.",,6개월이상~36개월이하(월단위),6개월이상-12개월미만3.0012개월이상-24개월미만3.2024개월이상-36개월미만3.0036개월3.00,,,적립식예금,20240104,"준법감시인심의필상제2023-0755호(2023.03.08기준)유효기간:2023.03.08.~2025.02.28(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,"일정한기간을정하여일정일에일정금액을납입하시면원금과약정된이자를지급하여드리며,만기가월단위로자유로와일정기간내에목돈을마련하시는데편리한대표적인적립식상품",,
보증_183,007,수협,예금,거치식예금,D00094,일반정기예금,관심상품등록,만기일시지급식:만기(후)또는중도해지요청시이자율지급월이자지급식:만기이자를매월지급하며중도해지요청시중도해지금리로계산하여지급하고매월지급한이자는환입,"이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축가입가능(전금융기관통합한도범위내)관련세법이개정될경우세율이변경되거나세금이부과될수있습니다.계약기간만료일이후의이자는과세됩니다.비과세종합저축가입요건및한도:비과세종합저축보기,만기후1년이내:만기당시계약기간에해당하는약정금리(월이자지급식)의1/2만기후1년초과:만기당시보통예금약정금리,,,제한없음,이예금은계약기간의변경이불가합니다.계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시기바랍니다.금융소비자는금융소비자보호법제19조1항에따라해당상품또는서비스에대하여설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.,,,1개월이상-3개월미만2.303개월이상-6개월미만2.406개월이상-12개월미만2.5012개월이상-24개월미만2.7024개월이상-36개월미만2.8536개월이상-60개월이하2.903년초과5년이하(주1)3년경과시점의3년제금리,,,거치식예금,20240104,"준법감시인심의필상제2023-0776호(2023.03.08기준)유효기간:2023.03.08.~2025.02.28(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,여유자금을가장안전하게맡기고매월높은이자를받으실수있는예금,,
보증_184,007,수협,예금,입출금이자유로운예금,D00093,저축예금,관심상품등록,"이자계산기준일(3월,6월,9월,12월의제3토요일)의다음날에이자를지급함.","이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축가입가능(전금융기관통합한도범위내)관련세법이개정될경우세율이변경되거나세금이부과될수있습니다.계약기간만료일이후의이자는과세됩니다.비과세종합저축가입요건및한도:비과세종합저축보기,,,,실명의개인,계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시기바랍니다.금융소비자는금융소비자보호법제19조1항에따라해당상품또는서비스에대하여설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.,,제한없음,50만원미만0.1050만원이상0.10,,,입출금이자유로운예금,20240104,"준법감시인심의필상제2023-0777호(2023.03.08기준)유효기간:2023.03.08.~2025.02.28(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,실명의개인에한하여제한없이여러계좌를거래할수있는입출금이자유로운예금,,
보증_185,007,수협,예금,입출금이자유로운예금,D00079,어민사랑예금,관심상품등록,,"이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축가입가능(전금융기관통합한도범위내)※기본상품을보통예금으로가입할경우비과세종합저축가입불가능※법인의경우비과세종합저축가입불가능관련세법이개정될경우세율이변경되거나세금이부과될수있습니다.계약기간만료일이후의이자는과세됩니다.비과세종합저축가입요건및한도:비과세종합저축보기,,,,,이자율이변경된경우변경일부터변경된이자율을적용합니다.계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시기바랍니다.금융소비자는금융소비자보호법제19조1항에따라해당상품또는서비스에대하여설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.,,,,,,입출금이자유로운예금,,"준법감시인심의필상제2023-0773호(2023.03.08기준)유효기간:2023.03.08.~2025.02.28(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,"어민들이민·형사상의사검으로억울한일을당하였으나경제적으로어렵거나법률적지식이없어스스로해결할수없을때무료상담,무료소송대행을위한기금을마련하기위해무료법률구조기금을조성하는어민돕기공익상품입니다.고객은어민을돕는마음으로가입만하시고기금은수협에서부담함",,
보증_186,007,수협,예금,거치식예금,D00078,양도성예금증서,관심상품등록,,,세금우대종합저축및비과세종합저축으로가입불가능,,,,제한없음,"이예금은중도해지가불가능합니다.은행등록발행양도성예금증서는압류가능합니다.압류가등록될경우원금및이자지급이제한됩니다.은행등록발행양동성예금증서는양수도및질권설정이가능합니다.단,은행의승인및등록이필요합니다.계약체결전수협은행홈페이지(www.suhyup-bank.com)내상품설명서및약관을읽어보시기바라며,필요한경우금융소비자보호법제19조1항에따라설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.",,,수익율30일이상-60일미만0.2560일이상-90일미만0.3590일이상-180일미만0.45180일이상-365일이하0.54365일초과-99999일이하0.59,,,거치식예금,20240104,준법감시인심의필상제2022-3827호(2022.12.22.기준)유효기간:2022.12.22.~2024.11.30,20240104.0,무기명할인식으로발행되며제3자에게자유롭게양도할수있고단기에높은수익률을받을수있는예금증서,,
보증_187,007,수협,예금,적립식예금,D00062,상호부금,관심상품등록,만기일시지급식:만기(후)또는중도해지요청시이자지급,"이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축가입가능(전금융기관통합한도범위내)관련세법이개정될경우세율이변경되거나세금이부과될수있습니다.계약기간만료일이후의이자는과세됩니다.비과세종합저축가입요건및한도:비과세종합저축보기,만기후1년이내:만기당시계약기간에해당하는상호부금기본금리의1/2만기후1년초과:만기당시보통예금기본금리,,,제한없음,"매월정해진월저축금납입일에납입하여야만기에계약금액을수령하실수있습니다.월저축금납입지연하신경우에는계약금액에서지연이자를차감하여이자를계산하거나,만기일을연장하여계약금액을수령하실수있습니다.월저축금을전회납입하시고만기일1개월이내에서지급을요청하시면만기앞당김이자를공제한계약금을지급할수있습니다.2017.01.03현재납입지연이율:만기이율+연2.0%만기앞당김이율:만기이율+연2.0%중도해지금리및만기후금리는당행이고시한별도금리를적용합니다.계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시기바랍니다.금융소비자는금융소비자보호법제19조1항에따라해당상품또는서비스에대하여설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.",,6개월이상60개월이하(월단위),6개월이상-12개월미만2.3012개월이상-24개월미만2.4024개월이상-36개월미만2.5036개월이상-48개월미만2.6048개월이상-60개월미만2.7060개월2.70,,,적립식예금,20240104,"준법감시인심의필상제2023-0770호(2023.03.08기준)유효기간:2023.03.08.~2025.02.28(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,일정기간동안매월저축금을납입하시면만기일에계약하신금액을목돈으로받으실수있으며정기적금보다계약기간의선택폭이큰상품,,
보증_188,007,수협,예금,입출금이자유로운예금,D00044,보통예금,관심상품등록,"이자계산기준일(6월,12월의제3토요일)의다음날에이자를지급","이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축으로가입불가능,,,,제한없음,계약체결전수협은행홈페이지(www.shhyup-bank.com)의상품설명서및약관을읽어보시길바랍니다.금융소비자는금융소비자보호법제19조1항에따라해당상품또는서비스에대하여설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.,,제한없음,0.10,,,입출금이자유로운예금,20240104,준법감시인심의필상제2023-0852호(2023.03.14.기준)유효기간:2023.03.14.~2025.02.28,20240104.0,가입대상에제한없이일시적인여유자금보관목적또는수시사용자금의일시적인보관을목적으로개설하는입출금이자유로운예금의대표상품,,
보증_189,007,수협,예금,적립식예금,D00038,독도사랑학생부금,관심상품등록,만기일시지급식:만기(후)또는중도해지요청시이자를지급,"이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축가입가능(전금융기관통합한도범위내)관련세법이개정될경우세율이변경되거나세금이부과될수있습니다.계약기간만료일이후의이자는과세됩니다.비과세종합저축가입요건및한도:비과세종합저축보기,만기후1년이내:만기당시계약기간에해당하는상호부금기본금리의1/2만기후1년초과:만기당시보통예금기본금리,,,"미취학아동,초등학교,중학교,고등학교재학생","이예금은계약기간연장이불가합니다.만기전해지할경우,약정한이율보다낮은중도해지이율이적용됩니다.계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시길바랍니다.금융소비자는금융소비자보호법제19조1항에따라해당상품또는서비스에대하여설명을받을권리가있습니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이상품공시화면내용은작성시점기준이며,향후금융시장등변동에따라달라질수있습니다.이상품공시화면은관계법령및내부통제기준에따른절차를준수하였습니다.",,1년이상3년이하(월단위),12개월이상-24개월미만2.8024개월이상-36개월미만2.5036개월2.60,,,적립식예금,20240104,"준법감시인심의필상제2023-1031호(2023.03.22기준)유효기간:2023.03.22.~2025.02.28(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,학생들에게는저축하는습관을길러주고세후이자의일정액을수협은행부담으로독도사랑海기금을조성및출연하여나라사랑에참여하는학생대상공익상품,,
보증_190,007,수협,예금,입출금이자유로운예금,D00022,기업자유예금,관심상품등록,"이자계산기준일(3월,6월,9월,12월의제3토요일)의다음날에이자를지급함.","이예금은예금자보호법에따라예금보험공사가보호하되,보호한도는본은행에있는귀하의모든예금보호대상금융상품의원금과소정의이자를합하여1인당“최고5천만원”이며,5천만원을초과하는나머지금액은보호하지않습니다.",비과세종합저축가입가능(전금융기관통합한도범위내)※법인의경우비과세종합저축가입불가능관련세법이개정될경우세율이변경되거나세금이부과될수있습니다.계약기간만료일이후의이자는과세됩니다.비과세종합저축가입요건및한도:비과세종합저축보기,,,,법인및개인사업자,"예금의지급은입금순서가빠른것부터먼저지급되는(선입선출)방식입니다예금잔액증명서발급당일은입금·출금·이체등잔액변동및해지를할수없습니다.계좌에압류,가압류등법적지급제한조치및질권설정등이등록될경우원금및이자지급이제한됩니다.계약체결전수협은행홈페이지(www.suhyup-bank.com)의상품설명서및약관을읽어보시기바랍니다.금융소비자는금융소비자보호법제19조제1항에따라해당상품또는서비스에대하여설명을받을권리가있으며,그설명을듣고충분한이해한후거래하시기바랍니다.그밖의상품에대한자세한내용은가까운영업점혹은고객지원센터(☎1588-1515/1644-1515)로문의하시기바랍니다.이안내장내용은작성시점기준이며,향후금융시장등변동에따라달라질수있습니다.이안내장은관계법령및내부통제기준에따른절차를준수하였습니다.",,제한없음,50만원미만0.1050만원이상0.10,,,입출금이자유로운예금,20240104,"준법감시인심의필상제2023-0853호(2023.03.15.기준)유효기간:2023.03.15.~2025.02.28.(단,기존은행상품의거래조건변경시변경된거래조건시행일의전일까지)",20240104.0,법인과개인사업자의일시적인여유자금보관목적을위한입출금이자유로운예금,,
보증_191,034,광주은행,,,DEP20231123001,365파킹통장,"스마트, 모바일웹",,,,,,,만 17세 이상 실명의 개인인 내국인(1인 1계좌),"이 상품을 가입(계약)하시는 경우 금융소비자보호법 제19조 제1항에 따라 상품에 대한 중요한 사항을 설명받으실 수 있습니다. 이 상품 계약을 체결하시기 전에 상품 설명서 및 약관을 반드시 읽어보시기 바랍니다. 이 안내는 관련 법령 및 광주은행 내부통제기준에 따른 관련 절차를 거쳐 제공됩니다. 이 상품은 금융사고 방지를 위해 &lsquo금융거래 한도 제한계좌&rsquo로 개설되며, 최근 20영업일 이내 금융기관에서 입출금 계좌 개설 기록이 있는 경우 계좌 개설이 불가할 수 있습니다. 이 예금은 공동명의 가입 불가합니다. 이 예금의 금리는 변경될 수 있으며, 금리 변경 시 변경되는 날부터 변경된 금리를 적용합니다. 이 예금은 실물 통장이 발급되지 않습니다. 위 내용은 상품에 대한 이해를 돕고 약관의 중요내용을 알려드리기 위한 참고 자료이며, 실제 상품의 계약은 해당상품 특약, 예금거래기본약관, 입출금이 자유로운 예금약관, 전자금융거래 기본약관 및 전자금융서비스 특약 등의 적용을 받습니다. 기타 자세한 사항은 가까운 영업점 또는 고객센터(☎1600-4000)에 문의하시거나 상품설명서를 참고하시기 바랍니다.",,제한없음,,,,,,2023-3821호 (2023.11.28.),20240104.0,수수료 3종 면제 + 매주 드리는 이자혜택,,
보증_192,034,광주은행,,,DEP20231114001,중도해지 괜찮Wa예금,"스마트, 모바일웹",,,,"만기후금리 (2023.11.21. 기준 연이율, 세전)신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후금리 적용경과기간별 만기후금리 적용 안내 정보경과기간별 만기후금리 적용 안내 정보경과기간이율만기후 1개월이내만기일 당시 최초 계약기간별 일반정기예금 기본금리의 1/2만기후 1개월초과연 0.01, 신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후금리 적용경과기간별 만기후금리 적용 안내 정보경과기간별 만기후금리 적용 안내 정보경과기간이율만기후 1개월이내만기일 당시 최초 계약기간별 일반정기예금 기본금리의 1/2만기후 1개월초과연 0.01",,,실명의 개인(1인 5계좌),"이 상품을 가입(계약)하시는 경우 금융소비자보호법 제19조 제1항에 따라 상품에 대한 중요한 사항을 설명받으실 수 있습니다. 이 상품 계약을 체결하시기 전에 상품 설명서 및 약관을 반드시 읽어보시기 바랍니다. 이 안내는 관련 법령 및 광주은행 내부통제기준에 따른 관련 절차를 거쳐 제공됩니다. 압류, 담보설정, 주의코드 설정 등 지급제한 사유가 있는 경우에는 만기자동해지가 불가합니다. 만기 전 해지할 경우 약정한 금리보다 낮은 중도해지금리가 적용됩니다. 이 예금은 통장을 발급하지 않으며 계약기간 변경 및 계좌분할, 추가입금, 공동명의 가입이 불가합니다. 위 내용은 상품에 대한 이해를 돕고 약관의 중요내용을 알려드리기 위한 참고자료이며, 실제 상품의 계약은 해당상품 특약, 상품설명서 예금거래기본약관, 거치식예금약관 등의 적용을 받습니다. 기타 자세한 사항은 가까운 영업점 또는 고객센터(☎1600-4000)에 문의하시거나 상품설명서를 참고하시기 바랍니다.",,1년,,,,,,제2023-3817호 (2023.11.27.),20240104.0,최소기간(3개월) 경과 시 중도해지해도 일정금리를 지급하는 정기예금,,
